"co_code","bsecode","nsesymbol","companyname","companyshortname","categoryname","isin","bsegroup","mcap","mcaptype","displaytype","sectorcode","sectorname","industrycode","industryname","bselistedflag","nselistedflag","BSEStatus","NSEStatus"
"2057","512505","undefined","Meenakshi Steel Industries Ltd","Meenakshi Steel","Company","INE721V01019","Z","0.46","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Active","Not Listed"
"2300","512531","STCINDIA","State Trading Corporation of India Ltd","S T C","Company","INE655A01013","B","727.2","Small Cap","MAN","00000064","Trading","00000316","Trading - Large","Y","Y","Active","Active"
"2327","503641","undefined","Zodiac Ventures Ltd","Zodiac Vent.","Company","INE945J01027","X","13.31","Small Cap","MAN","00000051","Realty","00000079","Construction - Housing - Medium / Small","Y","N","Active","Not Listed"
"2378","524208","AARTIIND","Aarti Industries Ltd","Aarti Industries","Company","INE769A01020","A","19108.44","Small Cap","MAN","00000014","Chemicals","00000055","Chemicals - Speciality - Large","Y","Y","Active","Active"
"2552","531144","ELFORGE","EL Forge Ltd","EL Forge","Company","INE158F01017","X","36.58","Small Cap","MAN","00000010","Castings, Forgings & Fastners","00000159","Forgings - Medium / Small","Y","N","Active","Delisted"
"2782","513401","undefined","Ashiana Ispat Ltd","Ashiana Ispat","Company","INE587D01012","Z","13.94","Small Cap","MAN","00000057","Steel","00000276","Steel - Rolling","Y","N","Suspended","Not Listed"
"2861","513397","undefined","Vallabh Steels Ltd","Vallabh Steels","Company","INE457E01016","X","4.57","Small Cap","MAN","00000057","Steel","00000260","Steel - Medium / Small","Y","N","Active","Not Listed"
"3003","514272","undefined","Bhilwara Spinners Ltd","Bhilwara Spinner","Company","INE436C01014","X","119.96","Small Cap","MAN","00000062","Textiles","00000292","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Y","N","Active","Not Listed"
"3280","526251","undefined","Mid East Portfolio Management Ltd","Mid East Port.","Company","INE033E01015","XT","16.65","Small Cap","FIN","00000026","Finance","00000138","Finance - Small","Y","N","Active","Not Listed"
"3319","522295","CONTROLPR","Control Print Ltd","Control Print","Company","INE663B01015","B","917.35","Small Cap","SOFTWARE","00000033","IT - Hardware","00000070","Computers - Hardware - Medium / Small","Y","Y","Active","Active"
"3438","517370","undefined","Incap Ltd","Incap","Company","INE437C01012","X","44.12","Small Cap","MAN","00000017","Consumer Durables","00000117","Electronics - Capacitors","Y","N","Active","Not Listed"
"93587","544291","undefined","Rajesh Power Services Ltd","Rajesh Power","Company","INE0VN801010","M","1495.78","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000075","Construction - Civil / Turnkey - Large","Y","N","Active","Not Listed"
"94140","94140","NBHBOA2033","Nifty Bharat Bond - April 2033","Nifty Bond Apr33","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"94247","544369","undefined","Beezaasan Explotech Ltd","Beezaasan Exp.","Company","INE13VU01016","MT","787.74","Small Cap","MAN","00000014","Chemicals","00000173","Industrial Explosives","Y","N","Active","Not Listed"
"94311","544572","SKFINDUS","SKF India (Industrial) Ltd","SKF India Indus.","Company","INE2J8701016","B","13627.57","Small Cap","MAN","00000066","Bearings","00000035","Bearings - Large","Y","Y","Active","Active"
"94417","544445","undefined","Asston Pharmaceuticals Ltd","Asston Pharmaceu","Company","INE0SJX01015","M","71.95","Small Cap","MAN","00000046","Pharmaceuticals","00000226","Pharmaceuticals - Indian - Bulk Drugs","Y","N","Active","Not Listed"
"94463","544519","EUROPRATIK","Euro Pratik Sales Ltd","Euro Pratik Sale","Company","INE198501012","B","2689.39","Small Cap","MAN","00000086","Plywood Boards/Laminates","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"94614","544377","EQUAL200","Mirae Asset BSE 200 Equal Weight ETF","Mirae BSE200 ETF","Company","INF769K01OA1","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"94634","544616","undefined","Gallard Steel Ltd","Gallard Steel","Company","INE0BUQ01012","M","182.59","Small Cap","MAN","00000010","Castings, Forgings & Fastners","00000043","Castings - Steel / Alloy","Y","N","Active","Not Listed"
"94669","94669","TECHD","TechD Cybersecurity Ltd","TechD Cybersec.","Company","INE0Y5H01014","undefined","434.57","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","N","Y","Not Listed","Active"
"95481","890216","LLOYDSENPP","Lloyds Engineering Works Ltd Partly Paidup","Lloyds Engg. PP","Company","IN9093R01019","A","7.57","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000125","Engineering - Light - General - Large","N","Y","Delisted","Active"
"95569","1207","undefined","BSE 500 Momentum 50","BSE 500 Momentum","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"95576","95576","GROWWNET","Groww Nifty India Internet ETF","Groww NII ETF","Company","INF666M01LI4","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"95695","95695","EXIMROUTES","Exim Routes Ltd","Exim Routes","Company","INE19I001020","undefined","215.37","Small Cap","MAN","00000039","Logistics","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"95705","544647","NEPHROPLUS","Nephrocare Health Services Ltd","Nephrocare Health Services","Company","INE428V01029","B","6980.81","Small Cap","MAN","00000030","Healthcare","00000167","Hospitals / Medical Services","Y","Y","Active","Active"
"95956","544759","undefined","Goldline Pharmaceutical Ltd","Goldline Pharmaceutical","Company","INE1CLW01015","M","39.33","Small Cap","MAN","00000046","Pharmaceuticals","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"96008","544812","undefined","Atharva Poly-Plast Ltd","Atharva Poly-Plast","Company","INE226801012","M","118.79","Small Cap","MAN","00000048","Plastic products","00000241","Plastics - Others","Y","N","Active","Not Listed"
"96399","544674","NEXT50ADD","DSP Nifty Next 50 ETF","DSP Nifty Next 50","Company","INF740KA1XU7","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"96411","890232","KRISHPP","Krishival Foods Ltd Partly Paidup","Krishival Foods PP","Company","IN90GGO01013","B","7.46","Small Cap","MAN","00000027","FMCG","00000157","Food - Processing - Others","Y","Y","Active","Suspended"
"96427","544752","","Property Share Investment Trust-Propshare Celestia","Propshare Celestia","Company","INE19RO25039","IF","235.1","Small Cap","undefined","00000081","Real Estate Investment Trusts","00000349","Infra/ Real Estate Investment Trust","Y","N","Active","Not Listed"
"96912","544766","MSCI360","360 ONE MSCI India ETF","360 ONE MSCI India","Company","INF579M01BP5","B","undefined","undefined","undefined","00000069","ETF","undefined","undefined","Y","Y","Active","Active"
"45646","1147","undefined","BSE India Infrastructure Index","BSE India Infra.","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"45814","538579","undefined","Zinema Media & Entertainment Ltd","Zinema Media","Company","INE641Q01019","MT","12.24","Small Cap","MAN","00000024","Entertainment","00000340","Entertainment - Content Providers","Y","N","Active","Not Listed"
"45828","541988","AAVAS","AAVAS Financiers Ltd","AAVAS Financiers","Company","INE216P01012","A","10744.78","Small Cap","FIN","00000026","Finance","00000141","Finance - Housing - Large","Y","Y","Active","Active"
"46235","46235","RBS","Ramdevbaba Solvent Ltd","Ramdevbaba Sol.","Company","INE0RJH01010","undefined","220.79","Small Cap","MAN","00000023","Edible Oil","00000256","Solvent Extraction - Large","N","Y","Not Listed","Active"
"64851","540210","HEADSUP","Heads UP Ventures Ltd","Heads UP Venture","Company","INE759V01019","B","15.57","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"66609","532585","MHHL","Mohini Health & Hygiene Ltd","Mohini Health","Company","INE450S01011","undefined","63.46","Small Cap","MAN","00000030","Healthcare","00000189","Medical Accessories / Disposables","N","Y","Not Listed","Active"
"68727","540125","RADHIKAJWE","Radhika Jeweltech Ltd","Radhika Jeweltec","Company","INE583V01021","B","797.8","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000087","Diamond Cutting / Jewellery - Medium / Small","Y","Y","Active","Active"
"68827","540152","undefined","India Green Reality Ltd","India Green Rea.","Company","INE373V01019","MT","6.66","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Suspended","Not Listed"
"69486","541545","TALWGYM","Talwalkars Healthclubs Ltd","Talwalkars Heal.","Company","INE627Z01019","Z","2.95","Small Cap","MAN","00000039","Healthcare","00000329","Miscellaneous - Medium / Small","Y","Y","Suspended","Suspended"
"69731","540358","RMC","RMC Switchgears Ltd","RMC Switchgears","Company","INE655V01019","B","273.28","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000098","Electric Equipment - General - Medium / Small","Y","Y","Active","Active"
"70753","540545","undefined","Guru Krupa Gems & Jewellery Ltd","Guru Krupa Gems","Company","INE986W01016","X","44.37","Small Cap","MAN","00000020","Diamond, Gems and Jewellery","00000087","Diamond Cutting / Jewellery - Medium / Small","Y","N","Active","Not Listed"
"71015","540614","undefined","G G Engineering Ltd","G G Engineering","Company","INE694X01030","X","74.47","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"71063","540824","ASTRON","Astron Paper & Board Mill Ltd","Astron Paper","Company","INE646X01014","Z","14.55","Small Cap","MAN","00000044","Paper","00000214","Paper - Medium / Small","Y","Y","Active","Active"
"71075","538444","TOTAL","Total Transport Systems Ltd","Total Transport","Company","INE336X01012","undefined","117.36","Small Cap","MAN","00000036","Logistics","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"71827","541112","undefined","Shreeshay Engineers Ltd","Shreeshay Engi.","Company","INE452Z01012","M","33.21","Small Cap","MAN","00000016","Construction","00000079","Construction - Housing - Medium / Small","Y","N","Active","Not Listed"
"72071","543942","UTKARSHBNK","Utkarsh Small Finance Bank Ltd","Utkarsh Small F.","Company","INE735W01017","B","2569.63","Small Cap","BANK","00000006","Banks","00000034","Banks - Private Sector","Y","Y","Active","Active"
"72475","543470","SOFTTECH","Softtech Engineers Ltd","Softtech Enginee","Company","INE728Z01015","B","576.11","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"72477","535095","REPL","Rudrabhishek Enterprises Ltd","Rudrabhish. Ent.","Company","INE364Z01019","undefined","117.25","Small Cap","MAN","00000039","Infrastructure Developers & Operators","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"73225","1018","undefined","BSE Private Banks Index","BSE Private Bank","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"73234","535123","IRISDOREME","Iris Clothings Ltd","Iris Clothings","Company","INE01GN01025","undefined","1084.89","Small Cap","MAN","00000050","Readymade Garments/ Apparells","00000314","Textiles - Readymade Apparel","N","Y","Not Listed","Active"
"39936","543969","PYRAMID","Pyramid Technoplast Ltd","Pyramid Technopl","Company","INE0MIS01010","B","596.83","Small Cap","MAN","00000042","Packaging","00000210","Packaging - Plastic Containers","Y","Y","Active","Active"
"40541","544279","GODAVARIB","Godavari Biorefineries Ltd","Godavari Bioref.","Company","INE497S01012","B","1249.46","Small Cap","MAN","00000059","Sugar","00000279","Sugar - Integrated","Y","Y","Active","Active"
"41285","534060","undefined","PMC Fincorp Ltd","PMC Fincorp","Company","INE793G01035","X","121.05","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"41312","534312","MTEDUCARE","MT Educare Ltd","MT Educare","Company","INE472M01018","T","14.08","Small Cap","MAN","00000073","Education","00000329","Miscellaneous - Medium / Small","Y","Y","Active","Active"
"41859","535458","NIBL","NRB Industrial Bearings Ltd","NRB Indl Bearing","Company","INE047O01014","B","75.64","Small Cap","MAN","00000066","Bearings","00000036","Bearings - Medium / Small","Y","Y","Active","Active"
"42128","541336","INDOSTAR","Indostar Capital Finance Ltd","Indostar Capital","Company","INE896L01010","B","4079.37","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"42732","543527","PRUDENT","Prudent Corporate Advisory Services Ltd","Prudent Corp.","Company","INE00F201020","A","13861.09","Small Cap","FIN","00000058","Stock/ Commodity Brokers","00000338","Securities/Commodities Trading Services","Y","Y","Active","Active"
"45829","538570","undefined","Achal Investments Ltd","Achal Investment","Company","INE860P01025","XT","1.77","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Suspended","Not Listed"
"45929","541167","YASHO","Yasho Industries Ltd","Yasho Industries","Company","INE616Z01012","B","5305.97","Small Cap","MAN","00000014","Chemicals","00000055","Chemicals - Speciality - Large","Y","Y","Active","Active"
"64808","538921","undefined","Raghuvansh Agrofarms Ltd","Raghuvansh Agro.","Company","INE865P01016","M","40.58","Small Cap","MAN","00000027","Agriculture","00000329","Miscellaneous - Medium / Small","Y","N","Active","Not Listed"
"65966","1161","undefined","BSE Energy","BSE Energy","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","Yes","No","undefined","undefined"
"67803","539788","undefined","Khemani Distributors & Marketing Ltd","Khemani Distrib.","Company","INE030U01025","MT","274.77","Small Cap","MAN","00000027","FMCG","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"67813","530032","NIFPVTBANK","Nifty Private Bank","Nifty Pvt Bank","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"68317","543657","ACI","Archean Chemical Industries Ltd","Archean Chemical","Company","INE128X01021","A","6152.55","Small Cap","MAN","00000014","Chemicals","00000055","Chemicals - Speciality - Large","Y","Y","Active","Active"
"68464","539991","CFEL","Confidence Futuristic Energetech Ltd","Confidence Fut.","Company","INE700F01024","B","77.54","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","Y","Active","Active"
"69617","544239","ECOSMOBLTY","Ecos (India) Mobility & Hospitality Ltd","Ecos (India)","Company","INE06HJ01020","T","659.1","Small Cap","MAN","00000039","Logistics","00000320","Transport - Road","Y","Y","Active","Active"
"69821","540401","undefined","Maximus International Ltd","Maximus Interna.","Company","INE544W01021","X","197.25","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"70396","535003","GEEKAYWIRE","Geekay Wires Ltd","Geekay Wires","Company","INE669X01032","undefined","234.44","Small Cap","MAN","00000057","Steel","00000260","Steel - Medium / Small","N","Y","Not Listed","Active"
"71078","535000","VAISHALI","Vaishali Pharma Ltd","Vaishali Pharma","Company","INE972X01022","undefined","104.24","Small Cap","MAN","00000046","Pharmaceuticals","00000225","Pharmaceuticals - Indian - Bulk Drugs & Formln M/S","N","Y","Not Listed","Active"
"71568","535015","ITTL","Innovative Tyres & Tubes Ltd","Innovative Tyres","Company","INE070Y01023","undefined","66.8","Small Cap","MAN","00000065","Tyres","00000323","Tyres - Medium / Small","N","Y","Not Listed","Active"
"71650","535033","FELIX","Felix Industries Ltd","Felix Industries","Company","INE901X01013","undefined","307.65","Small Cap","MAN","00000039","Services","00000329","Miscellaneous - Medium / Small","N","Y","Not Listed","Active"
"3074","526073","undefined","Galaxy Bearings Ltd","Galaxy Bearings","Company","INE020S01012","XT","280.49","Small Cap","MAN","00000066","Bearings","00000036","Bearings - Medium / Small","Y","N","Active","Not Listed"
"3407","517372","undefined","Gujarat Intrux Ltd","Gujarat Intrux","Company","INE877E01015","X","143.05","Small Cap","MAN","00000010","Castings, Forgings & Fastners","00000043","Castings - Steel / Alloy","Y","N","Active","Not Listed"
"3447","514330","ONEGLOBAL","One Global Service Provider Ltd","One Global Serv","Company","INE670O01013","B","1080.43","Small Cap","undefined","00000030","Healthcare","00000343","Diagnostic Services","Y","Y","Active","Active"
"3759","517417","undefined","Patels Airtemp (India) Ltd","Patels Airtemp","Company","INE082C01024","X","155.08","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000126","Engineering - Light - General - Medium / Small","Y","N","Active","Not Listed"
"3886","514400","undefined","Garware Synthetics Ltd","Garware Synth","Company","INE340D01016","X","10.82","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","Y","N","Active","Not Listed"
"3899","517421","BUTTERFLY","Butterfly Gandhimathi Appliances Ltd","Butterfly Gan Ap","Company","INE295F01017","B","1157.28","Small Cap","MAN","00000017","Consumer Durables","00000091","Domestic Appliances - White Goods","Y","Y","Active","Active"
"4342","522267","undefined","Veejay Lakshmi Engineering Works Ltd","Veejay Lak. Eng.","Company","INE466D01019","X","19.2","Small Cap","MAN","00000062","Textiles","00000292","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Y","N","Active","Not Listed"
"4344","516098","undefined","Ventura Textiles Ltd","Ventura Textiles","Company","INE810C01044","X","16.07","Small Cap","MAN","00000062","Textiles","00000304","Textiles - Weaving","Y","N","Active","Not Listed"
"4364","517522","RAJRATAN","Rajratan Global Wire Ltd","Rajratan Global","Company","INE451D01029","B","2553.78","Small Cap","MAN","00000057","Steel","00000278","Steel - Wires","Y","Y","Active","Active"
"4509","517554","undefined","NHC Foods Ltd","NHC Foods","Company","INE141C01036","XT","136.38","Small Cap","MAN","00000027","FMCG","00000157","Food - Processing - Others","Y","N","Active","Not Listed"
"4511","526717","undefined","HCP Plastene Bulkpack Ltd","HCP Plastene","Company","INE136C01044","X","261.09","Small Cap","MAN","00000042","Packaging","00000209","Packaging - Polysacks","Y","N","Active","Not Listed"
"4569","519574","undefined","Hindustan Agrigenetics Ltd","Hindustan Agrig.","Company","INE092301014","X","17.16","Small Cap","MAN","00000027","Agriculture","00000147","Floriculture / Tissue Culture","Y","N","Active","Not Listed"
"4580","511676","GICHSGFIN","GIC Housing Finance Ltd","GIC Housing Fin","Company","INE289B01019","B","740.71","Small Cap","FIN","00000026","Finance","00000141","Finance - Housing - Large","Y","Y","Active","Active"
"4647","515147","HALDYNGL","Haldyn Glass Ltd","Haldyn Glass","Company","INE506D01020","T","710.87","Small Cap","MAN","00000029","Glass & Glass Products","00000160","Glass - Containers / Others","Y","Y","Active","Active"
"4755","522294","undefined","T & I Global Ltd","T & I Global","Company","INE811B01010","X","88.61","Small Cap","MAN","00000009","Capital Goods-Non Electrical Equipment","00000126","Engineering - Light - General - Medium / Small","Y","N","Active","Not Listed"
"4764","500228","JSWSTEEL","JSW Steel Ltd","JSW Steel","Company","INE019A01038","A","315903.74","Large Cap","MAN","00000057","Steel","00000259","Steel - Large","Y","Y","Active","Active"
"4811","530055","undefined","Harmony Capital Services Ltd","Harmony Capital","Company","INE264N01017","XT","124.58","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Suspended","Not Listed"
"4948","530291","undefined","Paos Industries Ltd","Paos Industries","Company","INE791C01012","X","24.56","Small Cap","MAN","00000027","FMCG","00000085","Detergents / Intermediates","Y","N","Suspended","Not Listed"
"5023","524000","POONAWALLA","Poonawalla Fincorp Ltd","Poonawalla Fin","Company","INE511C01022","A","43127.49","Mid Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"5079","539354","POLYSPIN","Polyspin Exports Ltd","Polyspin Exports","Company","INE914G01029","B","29.1","Small Cap","MAN","00000042","Packaging","00000209","Packaging - Polysacks","Y","Y","Active","Active"
"5299","530735","undefined","Super Bakers (India) Ltd","Super Bakers (I)","Company","INE897A01011","X","10.05","Small Cap","MAN","00000027","FMCG","00000151","Food - Processing - Atta / Rava / Sooji","Y","N","Active","Not Listed"
"5367","531885","undefined","SVA India Ltd","SVA India","Company","INE763K01014","P","2.68","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"5475","532505","UCOBANK","UCO Bank","UCO Bank","Company","INE691A01018","A","32289.36","Small Cap","BANK","00000006","Banks","00000033","Banks - Public Sector","Y","Y","Active","Active"
"5762","540678","COCHINSHIP","Cochin Shipyard Ltd","Cochin Shipyard","Company","INE704P01025","A","38804.42","Mid Cap","MAN","00000085","Aerospace & Defence","00000252","Ship - Breaking / Repairing","Y","Y","Active","Active"
"5942","531161","ABMKNO","ABM Knowledgeware Ltd","ABM Knowledge","Company","INE850B01026","B","379.78","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"6195","530929","undefined","RRP Defense Ltd","RRP Defense","Company","INE535P01015","X","895.56","Small Cap","MAN","00000085","Aerospace & Defence","00000329","Miscellaneous - Medium / Small","Y","N","Suspended","Not Listed"
"6213","509051","undefined","Indian Infotech and Software Ltd","Indian Infotech","Company","INE300B01022","X","96.3","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"6302","531328","undefined","Kretto Syscon Ltd","Kretto Syscon","Company","INE128R01023","X","31.84","Small Cap","MAN","00000016","Construction","00000077","Construction - Factories / Offices / Commercial","Y","N","Active","Not Listed"
"6418","503100","PHOENIXLTD","Phoenix Mills Ltd","Phoenix Mills","Company","INE211B01039","A","69029.1","Mid Cap","MAN","00000051","Realty","00000077","Construction - Factories / Offices / Commercial","Y","Y","Active","Active"
"6566","539217","undefined","Srestha Finvest Ltd","Srestha Finvest","Company","INE606K01049","X","53.48","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Active","Not Listed"
"6864","509024","undefined","Golden Legand Leasing & Finance Ltd","Golden Legand Ls","Company","INE088E01019","X","12.09","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","N","Active","Not Listed"
"7216","512332","undefined","Birla Capital & Financial Services Ltd","Birla Capital","Company","INE776E01027","undefined","0.94","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Suspended","Not Listed"
"7311","532209","J&KBANK","Jammu and Kashmir Bank Ltd","J & K Bank","Company","INE168A01041","A","16396.61","Small Cap","BANK","00000006","Banks","00000034","Banks - Private Sector","Y","Y","Active","Active"
"7376","531925","undefined","52 Weeks Entertainment Ltd","52 Weeks Enter.","Company","INE545N01019","X","3.91","Small Cap","MAN","00000024","Entertainment","00000340","Entertainment - Content Providers","Y","N","Active","Not Listed"
"7388","532038","undefined","Emmsons International Ltd","Emmsons Intl.","Company","INE073C01015","Z","2.64","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Suspended","Not Listed"
"7464","539151","ARFIN","Arfin India Ltd","Arfin India","Company","INE784R01023","B","1445.61","Small Cap","MAN","00000040","Metal","00000005","Aluminium - Sheets / Coils / Wires / Others","Y","Y","Active","Active"
"7480","532072","undefined","Interworld Digital Ltd","Interworld Digi.","Company","INE177D01020","XT","10.05","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","N","Suspended","Not Listed"
"7629","532081","KSERASERA","KSS Ltd","KSS","Company","INE216D01026","Z","40.58","Small Cap","MAN","00000024","Entertainment","00000340","Entertainment - Content Providers","Y","Y","Suspended","Suspended"
"12024","543526","LICI","Life Insurance Corporation of India","Life Insurance","Company","INE0J1Y01017","A","535980.31","Large Cap","undefined","00000067","Insurance","00000341","Life Insurance","Y","Y","Active","Active"
"12517","531452","undefined","NCC Finance Ltd","NCC Finance","Company","INE768B01012","XT","0.63","Small Cap","FIN","00000026","Finance","00000143","Finance - Investment / Others","Y","N","Suspended","Not Listed"
"12521","532827","PAGEIND","Page Industries Ltd","Page Industries","Company","INE761H01022","A","39585.1","Mid Cap","MAN","00000050","Readymade Garments/ Apparells","00000314","Textiles - Readymade Apparel","Y","Y","Active","Active"
"67979","540204","undefined","Eiko Lifesciences Ltd","Eiko Lifescience","Company","INE666Q01016","X","68.35","Small Cap","MAN","00000014","Chemicals","00000056","Chemicals - Speciality - Medium / Small","Y","N","Active","Not Listed"
"68099","544305","MOBIKWIK","One Mobikwik Systems Ltd","One Mobikwik","Company","INE0HLU01028","B","1552.1","Small Cap","undefined","00000080","E-Commerce","00000344","E-Services","Y","Y","Active","Active"
"68822","540146","undefined","Aditya Consumer Marketing Ltd","Aditya Consumer","Company","INE427V01013","M","46.1","Small Cap","MAN","00000054","Retail","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"69012","538383","IDFNIFTYET","Bandhan Nifty 50 ETF","Bandhan NiftyETF","Company","INF194KA1U07","undefined","undefined","undefined","undefined","00000069","ETF","undefined","undefined","N","Y","Not Listed","Active"
"69794","540544","PSPPROJECT","PSP Projects Ltd","PSP Projects","Company","INE488V01015","B","3619.3","Small Cap","MAN","00000016","Construction","00000078","Construction - Housing - Large","Y","Y","Active","Active"
"70183","540395","CHEMCRUX","Chemcrux Enterprises Ltd","Chemcrux Enterp.","Company","INE298W01016","B","127.21","Small Cap","MAN","00000014","Chemicals","00000056","Chemicals - Speciality - Medium / Small","Y","Y","Active","Active"
"70218","70218","SRIRAM","Shri Ram Switchgears Ltd","Shri Ram Switch.","Company","INE634W01012","undefined","6.31","Small Cap","MAN","00000008","Capital Goods - Electrical Equipment","00000098","Electric Equipment - General - Medium / Small","N","Y","Not Listed","Active"
"70254","540361","undefined","Danube Industries Ltd","Danube Industrie","Company","INE575D01041","XT","59.33","Small Cap","MAN","00000064","Trading","00000317","Trading - Medium / Small","Y","N","Active","Not Listed"
"70341","538419","SIKKO","Sikko Industries Ltd","Sikko Industries","Company","INE112X01025","undefined","232.81","Small Cap","MAN","00000001","Agro Chemicals","00000219","Pesticides / Agrochemicals - Indian - Medium/Small","N","Y","Not Listed","Active"
"70925","542233","TREJHARA","Trejhara Solutions Ltd","Trejhara Solutio","Company","INE00CA01015","B","385.75","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"71753","543959","SBFC","SBFC Finance Ltd","SBFC Finance","Company","INE423Y01016","A","10411.6","Small Cap","undefined","00000026","Finance","00000348","NBFC-Others","Y","Y","Active","Active"
"72340","541206","OBCL","OBCL Ltd","OBCL","Company","INE426Z01016","B","114.21","Small Cap","MAN","00000036","Logistics","00000320","Transport - Road","Y","Y","Active","Active"
"73271","73271","SAHAJ","Sahaj Fashions Ltd","Sahaj Fashions","Company","INE013901017","undefined","5.07","Small Cap","MAN","00000062","Textiles","00000315","Textiles - Others","N","Y","Not Listed","Active"
"73584","542323","KPIGREEN","KPI Green Energy Ltd","KPI Green Energy","Company","INE542W01025","A","6183.18","Small Cap","POWER","00000049","Power","00000243","Power Generation And Supply","Y","Y","Active","Active"
"74080","542666","undefined","G K P Printing & Packaging  Ltd","G K P Printing","Company","INE05QJ01015","B","13.29","Small Cap","MAN","00000042","Packaging","00000211","Packaging - Others","Y","N","Active","Not Listed"
"74100","542851","GENSOL","Gensol Engineering Ltd","Gensol Engineer.","Company","INE06H201014","Z","68.4","Small Cap","MAN","00000032","Infrastructure Developers & Operators","00000129","Engineering - Turnkey Services","Y","Y","Suspended","Active"
"74829","535358","NFINSERV25","Nifty Financial Services 25/50","NiftyFinSrv25 50","Indices","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined","No","Yes","undefined","undefined"
"75094","543234","SECMARK","Secmark Consultancy Ltd","Secmark Consult.","Company","INE0BTM01013","B","132.13","Small Cap","SOFTWARE","00000034","IT - Software","00000073","Computers - Software - Medium / Small","Y","Y","Active","Active"
"75307","535380","VMARCIND","V-Marc India Ltd","V-Marc India","Company","INE0GXK01018","undefined","5760.6","Small Cap","MAN","00000007","Cables","00000038","Cables - Power - Large","N","Y","Not Listed","Active"
"75978","535398","SHREMINVIT","Shrem InvIT","Shrem InvIT","Company","INE0GTI23014","undefined","6169.53","Small Cap","undefined","00000082","Infrastructure Developers & Operators","00000349","Infra/ Real Estate Investment Trust","N","Y","Not Listed","Active"
